Area_Name,Year,Group_Code,Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Manipur,2009,8, Criminal Breach of Trust,0,19,0,3231900
Manipur,2010,1,Cattle,2,11,75000,264800
Manipur,2010,2, Electronic Components,5,78,484000,10193619
Manipur,2010,3, Cultural Property including Antiques,2,5,91900,1894000
Manipur,2010,4,Motor Vehicles,10,91,369900,6588660
Manipur,2010,5, Fire Arms/Explosive Substances,36,576,2113800,38866000
Manipur,2010,6, Other Property,10,400,732860,101010537
Manipur,2010,7, Robbery,31,419,1195200,30259864
Manipur,2010,8, Criminal Breach of Trust,0,24,0,20531604
Meghalaya,2001,1,Cattle,11,20,174625,388625
Meghalaya,2001,2, Electronic Components,9,32,677000,1407830
Meghalaya,2001,3, Cultural Property including Antiques,3,3,920000,920000
Meghalaya,2001,4,Motor Vehicles,12,31,172175,375500
Meghalaya,2001,5, Fire Arms/Explosive Substances,20,86,3011800,5441280
Meghalaya,2001,6, Other Property,167,637,1741577,11191150
Meghalaya,2001,7, Robbery,123,492,3144427,10809621
Meghalaya,2002,1,Cattle,5,16,86500,142000
Meghalaya,2002,2, Electronic Components,10,45,384955,2227993
Meghalaya,2002,3, Cultural Property including Antiques,2,7,500000,2524360
Meghalaya,2002,4,Motor Vehicles,17,49,201885,803872
Meghalaya,2002,5, Fire Arms/Explosive Substances,24,116,1898110,8957900
Meghalaya,2002,6, Other Property,131,642,3865666,12314500
Meghalaya,2002,7, Robbery,125,565,4736186,14634873
Meghalaya,2003,1,Cattle,2,6,12900,37900
Meghalaya,2003,2, Electronic Components,13,76,1038300,4226518
Meghalaya,2003,3, Cultural Property including Antiques,1,11,19000,4270049
Meghalaya,2003,4,Motor Vehicles,3,17,25000,325780
Meghalaya,2003,5, Fire Arms/Explosive Substances,34,216,2128600,16790098
Meghalaya,2003,6, Other Property,80,596,1610649,260120184
Meghalaya,2003,7, Robbery,85,538,2071419,156725448
Meghalaya,2004,1,Cattle,4,4,57250,57250
Meghalaya,2004,2, Electronic Components,35,142,3528340,44092469
Meghalaya,2004,3, Cultural Property including Antiques,4,11,2702000,7335000
Meghalaya,2004,4,Motor Vehicles,11,72,96970,20468541
Meghalaya,2004,5, Fire Arms/Explosive Substances,72,280,12280280,83111376
Meghalaya,2004,6, Other Property,74,465,7877064,55201265
Meghalaya,2004,7, Robbery,112,537,14178400,120964657
Meghalaya,2005,1,Cattle,7,19,75500,117700
Meghalaya,2005,2, Electronic Components,22,131,1160450,9005095
Meghalaya,2005,3, Cultural Property including Antiques,2,6,1300000,2559950
Meghalaya,2005,4,Motor Vehicles,11,27,176000,605550
Meghalaya,2005,5, Fire Arms/Explosive Substances,40,238,5071200,22893700
Meghalaya,2005,6, Other Property,115,560,5798312,26213484
Meghalaya,2005,7, Robbery,127,577,4045716,32654982
Meghalaya,2005,8, Criminal Breach of Trust,1,14,646000,766600
Meghalaya,2006,1,Cattle,5,22,101700,136000
Meghalaya,2006,2, Electronic Components,15,115,1503000,15301643
Meghalaya,2006,3, Cultural Property including Antiques,5,13,400000,3100000
Meghalaya,2006,4,Motor Vehicles,17,55,492950,1372450
Meghalaya,2006,5, Fire Arms/Explosive Substances,40,270,3742000,39047318
Meghalaya,2006,6, Other Property,111,507,3730209,24768279
Meghalaya,2006,7, Robbery,132,592,3714489,33091956
Meghalaya,2006,8, Criminal Breach of Trust,1,16,2500000,8955200
Meghalaya,2007,1,Cattle,15,19,141500,169000
Meghalaya,2007,2, Electronic Components,16,64,560400,4210955
Meghalaya,2007,3, Cultural Property including Antiques,4,33,1074000,7318939
Meghalaya,2007,4,Motor Vehicles,18,34,197650,1639292
Meghalaya,2007,5, Fire Arms/Explosive Substances,18,186,3225000,24252598
Meghalaya,2007,6, Other Property,290,699,6886987,21092793
Meghalaya,2007,7, Robbery,194,611,6910391,23681996
Meghalaya,2007,8, Criminal Breach of Trust,2,16,1200,92850
Meghalaya,2008,1,Cattle,10,13,78500,168100
Meghalaya,2008,2, Electronic Components,25,120,2831920,13592479
Meghalaya,2008,3, Cultural Property including Antiques,7,32,2620000,22998900
Meghalaya,2008,4,Motor Vehicles,12,64,29000,949962
Meghalaya,2008,5, Fire Arms/Explosive Substances,54,264,11386000,73377800
Meghalaya,2008,6, Other Property,291,1237,3727473,46538236
Meghalaya,2008,7, Robbery,174,769,4604528,57427024
Meghalaya,2008,8, Criminal Breach of Trust,8,28,826134,5101968
Meghalaya,2009,1,Cattle,9,16,152900,265900
Meghalaya,2009,2, Electronic Components,20,90,1651500,4789446
Meghalaya,2009,3, Cultural Property including Antiques,8,22,2977700,8462000
Meghalaya,2009,4,Motor Vehicles,12,48,180100,443300
Meghalaya,2009,5, Fire Arms/Explosive Substances,54,360,9514200,32036360
Meghalaya,2009,6, Other Property,155,699,4485250,38642448
Meghalaya,2009,7, Robbery,148,655,7939340,40045882
Meghalaya,2009,8, Criminal Breach of Trust,3,26,713000,7415545
Meghalaya,2010,1,Cattle,3,7,61000,130000
Meghalaya,2010,2, Electronic Components,31,79,2207000,11258591
Meghalaya,2010,3, Cultural Property including Antiques,2,10,675000,3525000
Meghalaya,2010,4,Motor Vehicles,18,33,416804,727923
Meghalaya,2010,5, Fire Arms/Explosive Substances,84,304,7744000,31206598
Meghalaya,2010,6, Other Property,165,751,7891505,52157171
Meghalaya,2010,7, Robbery,185,739,7440620,41856157
Meghalaya,2010,8, Criminal Breach of Trust,3,32,164000,4772930
Mizoram,2001,1,Cattle,33,41,111350,139440
Mizoram,2001,2, Electronic Components,19,20,1216225,1305155
Mizoram,2001,3, Cultural Property including Antiques,2,2,422000,422000
Mizoram,2001,4,Motor Vehicles,3,10,88650,313350
Mizoram,2001,5, Fire Arms/Explosive Substances,36,36,3649640,3649640
Mizoram,2001,6, Other Property,854,1618,10516217,20777647
Mizoram,2001,7, Robbery,608,891,4622260,8348867
Mizoram,2002,1,Cattle,4,6,17000,40000
Mizoram,2002,2, Electronic Components,19,22,2757125,3851925
Mizoram,2002,3, Cultural Property including Antiques,2,2,540000,540000
Mizoram,2002,4,Motor Vehicles,14,25,107074,276080
Mizoram,2002,5, Fire Arms/Explosive Substances,60,60,7648000,7648000
Mizoram,2002,6, Other Property,907,1443,5063056,27455779
Mizoram,2002,7, Robbery,734,1011,4933993,10744816
Mizoram,2003,1,Cattle,19,23,158199,210000
Mizoram,2003,2, Electronic Components,25,30,4751750,4903000
Mizoram,2003,3, Cultural Property including Antiques,6,6,457118,1627118
Mizoram,2003,4,Motor Vehicles,227,401,2040724,4793445
Mizoram,2003,5, Fire Arms/Explosive Substances,102,110,12282236,14906236
Mizoram,2003,6, Other Property,1083,1802,3567120,6753481
Mizoram,2003,7, Robbery,1032,1329,8212262,13065795
Mizoram,2004,1,Cattle,0,0,0,0
Mizoram,2004,2, Electronic Components,0,0,0,0
Mizoram,2004,3, Cultural Property including Antiques,0,0,0,0
Mizoram,2004,4,Motor Vehicles,3,3,6750,6750
Mizoram,2004,5, Fire Arms/Explosive Substances,0,0,0,0
Mizoram,2004,6, Other Property,637,873,873450,1347740
Mizoram,2004,7, Robbery,460,626,305200,596270
Mizoram,2005,1,Cattle,0,0,0,0
Mizoram,2005,2, Electronic Components,0,0,0,0
Mizoram,2005,3, Cultural Property including Antiques,0,0,0,0
Mizoram,2005,4,Motor Vehicles,0,0,0,0
Mizoram,2005,5, Fire Arms/Explosive Substances,0,0,0,0
Mizoram,2005,6, Other Property,990,1302,12802321,19614286
Mizoram,2005,7, Robbery,640,786,2126366,2980113
Mizoram,2005,8, Criminal Breach of Trust,7,10,83383,300191
Mizoram,2006,1,Cattle,7,7,111774,111776
Mizoram,2006,2, Electronic Components,25,42,3114987,5147342
Mizoram,2006,3, Cultural Property including Antiques,4,6,530456,1134976
Mizoram,2006,4,Motor Vehicles,211,287,1914711,13886632
Mizoram,2006,5, Fire Arms/Explosive Substances,84,120,8045262,15210700
Mizoram,2006,6, Other Property,632,845,4424430,29885713
Mizoram,2006,7, Robbery,603,754,5824824,28450820
Mizoram,2006,8, Criminal Breach of Trust,15,27,1259207,5436475
Mizoram,2007,1,Cattle,8,10,122500,166500
Mizoram,2007,2, Electronic Components,23,41,1726116,2804462
Mizoram,2007,3, Cultural Property including Antiques,2,4,1000000,2000000
Mizoram,2007,4,Motor Vehicles,71,112,601457,2924963
Mizoram,2007,5, Fire Arms/Explosive Substances,82,140,6500000,11118000
Mizoram,2007,6, Other Property,880,1165,24718726,49661422
Mizoram,2007,7, Robbery,601,736,19381265,36373429
Mizoram,2007,8, Criminal Breach of Trust,7,19,81286,941761
Mizoram,2008,1,Cattle,11,11,148800,148800
Mizoram,2008,2, Electronic Components,34,56,635371,948165
Mizoram,2008,3, Cultural Property including Antiques,11,12,1955749,2075749
Mizoram,2008,4,Motor Vehicles,68,108,457140,968879
Mizoram,2008,5, Fire Arms/Explosive Substances,68,76,6821028,7335028
Mizoram,2008,6, Other Property,784,995,16928341,24234921
Mizoram,2008,7, Robbery,601,742,16445782,22118612
Mizoram,2008,8, Criminal Breach of Trust,19,28,1240552,2217536
Mizoram,2009,1,Cattle,24,32,2909892,5346206
Mizoram,2009,2, Electronic Components,27,41,14824640,61034315
Mizoram,2009,3, Cultural Property including Antiques,27,36,10534561,13123270
Mizoram,2009,4,Motor Vehicles,52,74,3214991,5433014
Mizoram,2009,5, Fire Arms/Explosive Substances,118,154,51925746,149807086
Mizoram,2009,6, Other Property,691,1032,9409909,67227432
Mizoram,2009,7, Robbery,582,767,20236273,112373403
Mizoram,2009,8, Criminal Breach of Trust,13,30,769912,2251157
Mizoram,2010,1,Cattle,12,13,54800,54800
Mizoram,2010,2, Electronic Components,28,47,1677790,3876667
Mizoram,2010,3, Cultural Property including Antiques,9,13,765000,2465000
Mizoram,2010,4,Motor Vehicles,237,280,2587034,2990829
Mizoram,2010,5, Fire Arms/Explosive Substances,102,138,5260000,12590000
Mizoram,2010,6, Other Property,866,1069,23308710,44008216
Mizoram,2010,7, Robbery,712,832,16623827,36577047
Mizoram,2010,8, Criminal Breach of Trust,22,25,1961256,2130191
Nagaland,2001,1,Cattle,2,8,12700,967818
Nagaland,2001,2, Electronic Components,16,78,2797380,10931390
Nagaland,2001,3, Cultural Property including Antiques,1,2,350000,500000
Nagaland,2001,4,Motor Vehicles,6,20,328413,990795
Nagaland,2001,5, Fire Arms/Explosive Substances,60,238,6880000,24990000
Nagaland,2001,6, Other Property,98,435,4134032,117192101
Nagaland,2001,7, Robbery,80,243,4163397,22756117
Nagaland,2002,1,Cattle,1,2,20000,92000
Nagaland,2002,2, Electronic Components,8,63,1930250,15301650
Nagaland,2002,3, Cultural Property including Antiques,8,19,797630,1185472
Nagaland,2002,4,Motor Vehicles,10,20,75123,860003
Nagaland,2002,5, Fire Arms/Explosive Substances,52,310,6835260,41870944
Nagaland,2002,6, Other Property,213,395,2992693,6858331
Nagaland,2002,7, Robbery,142,353,4152304,21360370
Nagaland,2003,1,Cattle,2,2,12400,12400
Nagaland,2003,2, Electronic Components,5,16,232867,1102360
Nagaland,2003,3, Cultural Property including Antiques,8,13,1276747,1675730
Nagaland,2003,4,Motor Vehicles,3,8,48600,218210
Nagaland,2003,5, Fire Arms/Explosive Substances,116,450,5969594,12589344
Nagaland,2003,6, Other Property,156,277,1983780,4366325
Nagaland,2003,7, Robbery,86,276,2325893,5775221
Nagaland,2004,1,Cattle,2,5,13000,18500
Nagaland,2004,2, Electronic Components,9,31,1341300,4350850
Nagaland,2004,3, Cultural Property including Antiques,1,1,10000,10000
Nagaland,2004,4,Motor Vehicles,6,17,30020,284830
Nagaland,2004,5, Fire Arms/Explosive Substances,26,108,2952600,13267136
Nagaland,2004,6, Other Property,85,215,1845306,6403799
Nagaland,2004,7, Robbery,75,208,1281779,6138517
Nagaland,2005,1,Cattle,3,6,9500,13000
Nagaland,2005,2, Electronic Components,16,76,8103200,13427837
Nagaland,2005,3, Cultural Property including Antiques,2,7,400000,615300
Nagaland,2005,4,Motor Vehicles,3,14,22000,168930
Nagaland,2005,5, Fire Arms/Explosive Substances,112,496,18969540,37501874
Nagaland,2005,6, Other Property,76,232,656470,6456927
Nagaland,2005,7, Robbery,97,370,2121815,8150926
Nagaland,2005,8, Criminal Breach of Trust,7,16,7236040,13219304
Nagaland,2006,1,Cattle,1,3,3500,6700
Nagaland,2006,2, Electronic Components,19,56,3418925,10550679
Nagaland,2006,3, Cultural Property including Antiques,25,62,3322400,15513400
Nagaland,2006,4,Motor Vehicles,19,41,293010,960289
Nagaland,2006,5, Fire Arms/Explosive Substances,150,310,15674800,68812400
Nagaland,2006,6, Other Property,101,305,2275372,143298654
Nagaland,2006,7, Robbery,159,421,7411349,132860447
Nagaland,2006,8, Criminal Breach of Trust,9,16,2104007,3110618
Nagaland,2007,1,Cattle,3,3,8000,12000
Nagaland,2007,2, Electronic Components,10,72,3354800,21227010
Nagaland,2007,3, Cultural Property including Antiques,6,61,2170000,8055000
Nagaland,2007,4,Motor Vehicles,9,44,83200,1024915
Nagaland,2007,5, Fire Arms/Explosive Substances,70,466,12916000,66988000
Nagaland,2007,6, Other Property,74,288,7111990,16205237
Nagaland,2007,7, Robbery,94,439,12283090,40660524
Nagaland,2007,8, Criminal Breach of Trust,4,11,473000,7192980
Nagaland,2008,1,Cattle,1,1,1500,1500
Nagaland,2008,2, Electronic Components,10,95,741688,27461800
Nagaland,2008,3, Cultural Property including Antiques,3,42,930777,274628035
Nagaland,2008,4,Motor Vehicles,10,32,383521,1599340
Nagaland,2008,5, Fire Arms/Explosive Substances,34,500,4383330,625093270
Nagaland,2008,6, Other Property,52,277,1307700,105781767
Nagaland,2008,7, Robbery,62,422,3274586,345042292
Nagaland,2008,8, Criminal Breach of Trust,0,16,0,6766575
Nagaland,2009,1,Cattle,3,6,13600,56600
Nagaland,2009,2, Electronic Components,24,113,6318015,27484000
Nagaland,2009,3, Cultural Property including Antiques,6,30,2500000,5850000
Nagaland,2009,4,Motor Vehicles,11,24,311800,1142900
Nagaland,2009,5, Fire Arms/Explosive Substances,72,432,18154030,73084000
Nagaland,2009,6, Other Property,46,749,14774660,708694740
Nagaland,2009,7, Robbery,71,447,18390575,710117468
Nagaland,2009,8, Criminal Breach of Trust,1,6,70000,9818350
Nagaland,2010,1,Cattle,1,5,17000,92000
Nagaland,2010,2, Electronic Components,15,93,3898000,11441500
Nagaland,2010,3, Cultural Property including Antiques,10,56,5090000,5970000
Nagaland,2010,4,Motor Vehicles,3,20,30300,2868600
Nagaland,2010,5, Fire Arms/Explosive Substances,68,554,18627900,35993900
Nagaland,2010,6, Other Property,109,743,30035330,480200088
Nagaland,2010,7, Robbery,86,438,31844690,234856740
Nagaland,2010,8, Criminal Breach of Trust,2,13,143000,1226000
Odisha,2001,1,Cattle,151,216,662319,998153
Odisha,2001,2, Electronic Components,141,350,3318626,10113545
Odisha,2001,3, Cultural Property including Antiques,115,204,5197194,8674696
Odisha,2001,4,Motor Vehicles,233,544,456765,2008674
Odisha,2001,5, Fire Arms/Explosive Substances,688,2022,20353686,47506316
Odisha,2001,6, Other Property,4361,8265,39637912,194354250
Odisha,2001,7, Robbery,3457,6695,42292511,141196822
Odisha,2002,1,Cattle,111,175,336135,495896
Odisha,2002,2, Electronic Components,159,418,7337703,12690183
Odisha,2002,3, Cultural Property including Antiques,32,200,926507,7041920
Odisha,2002,4,Motor Vehicles,144,344,163874,503567
Odisha,2002,5, Fire Arms/Explosive Substances,716,2056,23829586,61720858
Odisha,2002,6, Other Property,3271,7388,60728302,176178245
Odisha,2002,7, Robbery,2852,6308,62192282,141783100
Odisha,2003,1,Cattle,130,196,407959,612469
Odisha,2003,2, Electronic Components,188,462,6876430,13031319
Odisha,2003,3, Cultural Property including Antiques,77,258,4893156,8537524
Odisha,2003,4,Motor Vehicles,204,411,285402,527979
Odisha,2003,5, Fire Arms/Explosive Substances,694,2152,31910920,69282912
Odisha,2003,6, Other Property,3774,7442,53873668,147203314
Odisha,2003,7, Robbery,3290,6283,57359888,126818058
Odisha,2004,1,Cattle,122,202,502900,1068186
Odisha,2004,2, Electronic Components,174,400,5367596,10557843
Odisha,2004,3, Cultural Property including Antiques,14,72,1115791,5099632
Odisha,2004,4,Motor Vehicles,173,369,591582,1851568
Odisha,2004,5, Fire Arms/Explosive Substances,724,2756,26969674,74497976
Odisha,2004,6, Other Property,3958,8114,69481489,182559205
Odisha,2004,7, Robbery,3522,7149,70691823,156165988
Odisha,2005,1,Cattle,116,173,583479,1118952
Odisha,2005,2, Electronic Components,208,397,22192253,55925714
Odisha,2005,3, Cultural Property including Antiques,12,50,6505326,14376325
Odisha,2005,4,Motor Vehicles,210,389,9027159,9300909
Odisha,2005,5, Fire Arms/Explosive Substances,872,3238,41480850,99346606
Odisha,2005,6, Other Property,4581,8783,72621039,198492901
Odisha,2005,7, Robbery,4121,7925,105466326,235989113
Odisha,2005,8, Criminal Breach of Trust,95,288,354667,1500724
Odisha,2006,1,Cattle,90,132,331160,436850
Odisha,2006,2, Electronic Components,176,398,13327214,29714443
Odisha,2006,3, Cultural Property including Antiques,13,65,2238300,15405064
Odisha,2006,4,Motor Vehicles,184,345,1008275,2896587
Odisha,2006,5, Fire Arms/Explosive Substances,1112,3142,49398292,140334454
Odisha,2006,6, Other Property,4966,9208,108539757,333209144
Odisha,2006,7, Robbery,4418,7982,116294374,310543968
Odisha,2006,8, Criminal Breach of Trust,74,272,2784237,13541445
Odisha,2007,1,Cattle,83,137,27861,404310
Odisha,2007,2, Electronic Components,156,333,7211201,32623452
Odisha,2007,3, Cultural Property including Antiques,27,109,252483,766000
Odisha,2007,4,Motor Vehicles,171,370,1584662,2176230
Odisha,2007,5, Fire Arms/Explosive Substances,916,3466,35648566,136059410
Odisha,2007,6, Other Property,4939,11674,106142005,415031481
Odisha,2007,7, Robbery,4128,8350,109271577,369162285
Odisha,2007,8, Criminal Breach of Trust,107,319,2712285,15837475
Odisha,2008,1,Cattle,79,149,426625,771610
Odisha,2008,2, Electronic Components,119,322,6096215,27683513
Odisha,2008,3, Cultural Property including Antiques,37,79,6567439,19948284
Odisha,2008,4,Motor Vehicles,216,432,749414,10946258
Odisha,2008,5, Fire Arms/Explosive Substances,1298,3950,55567950,195528094
Odisha,2008,6, Other Property,4909,9519,144772500,477447912
Odisha,2008,7, Robbery,4556,8750,128657076,371482767
Odisha,2008,8, Criminal Breach of Trust,80,278,27628493,49900708
Odisha,2009,1,Cattle,77,112,672878,916658
Odisha,2009,2, Electronic Components,135,494,16376064,47075668
Odisha,2009,3, Cultural Property including Antiques,34,114,18147268,45682191
Odisha,2009,4,Motor Vehicles,216,478,754491,2027327
Odisha,2009,5, Fire Arms/Explosive Substances,1352,5042,107010164,287840708
Odisha,2009,6, Other Property,3857,9126,164434405,4628134835
Odisha,2009,7, Robbery,3788,8983,199535001,548125718
Odisha,2009,8, Criminal Breach of Trust,39,175,1126618,20650331
Odisha,2010,1,Cattle,53,81,890585,2835545
Odisha,2010,2, Electronic Components,153,366,22520790,60278306
Odisha,2010,3, Cultural Property including Antiques,49,185,19779857,57402663
Odisha,2010,4,Motor Vehicles,176,376,13123287,14729180
Odisha,2010,5, Fire Arms/Explosive Substances,1414,3858,106950022,282583144
Odisha,2010,6, Other Property,4736,10279,239656157,968899009
Odisha,2010,7, Robbery,4357,9409,274804010,867715008
Odisha,2010,8, Criminal Breach of Trust,68,239,14004461,50822458
Puducherry,2001,1,Cattle,5,5,31785,31785
Puducherry,2001,2, Electronic Components,9,32,181670,353271
Puducherry,2001,3, Cultural Property including Antiques,0,0,0,0
Puducherry,2001,4,Motor Vehicles,53,100,210480,781143
Puducherry,2001,5, Fire Arms/Explosive Substances,274,568,5373000,10803100
Puducherry,2001,6, Other Property,101,235,1440074,4097168
Puducherry,2001,7, Robbery,266,533,3830128,7377328
Puducherry,2002,1,Cattle,2,2,12600,12600
Puducherry,2002,2, Electronic Components,11,26,1229500,1923980
Puducherry,2002,3, Cultural Property including Antiques,4,4,199000,199000
Puducherry,2002,4,Motor Vehicles,74,102,342700,565862
Puducherry,2002,5, Fire Arms/Explosive Substances,104,516,4239000,10712000
Puducherry,2002,6, Other Property,121,293,2406127,8003502
Puducherry,2002,7, Robbery,215,534,3735559,8022301
Puducherry,2003,1,Cattle,3,3,3900,12100
Puducherry,2003,2, Electronic Components,8,30,7060,1895685
Puducherry,2003,3, Cultural Property including Antiques,2,4,185000,405000
Puducherry,2003,4,Motor Vehicles,57,81,524295,725485
Puducherry,2003,5, Fire Arms/Explosive Substances,130,590,2774000,13531600
Puducherry,2003,6, Other Property,157,320,3765769,12775100
Puducherry,2003,7, Robbery,228,580,3778118,11066360
Puducherry,2004,1,Cattle,4,4,55000,55000
Puducherry,2004,2, Electronic Components,21,25,272295,772375
Puducherry,2004,3, Cultural Property including Antiques,5,5,1465000,1465000
Puducherry,2004,4,Motor Vehicles,90,111,286605,532037
Puducherry,2004,5, Fire Arms/Explosive Substances,366,644,10424200,14560700
Puducherry,2004,6, Other Property,170,274,2419326,7088736
Puducherry,2004,7, Robbery,414,635,6468816,9972129
Puducherry,2005,1,Cattle,3,3,16600,16600
Puducherry,2005,2, Electronic Components,5,11,591000,1866000
Puducherry,2005,3, Cultural Property including Antiques,2,2,85000,85000
Puducherry,2005,4,Motor Vehicles,63,71,491950,555950
Puducherry,2005,5, Fire Arms/Explosive Substances,286,470,6832000,11573000
Puducherry,2005,6, Other Property,167,240,10410584,12914065
Puducherry,2005,7, Robbery,330,472,5309958,9219073
Puducherry,2005,8, Criminal Breach of Trust,4,8,8212429,8312445
Puducherry,2006,1,Cattle,2,2,15000,15000
Puducherry,2006,2, Electronic Components,5,13,668800,1079950
Puducherry,2006,3, Cultural Property including Antiques,10,11,3860000,3890000
Puducherry,2006,4,Motor Vehicles,67,85,865410,1065110
Puducherry,2006,5, Fire Arms/Explosive Substances,244,640,13668000,18662000
Puducherry,2006,6, Other Property,153,244,14528160,18054949
Puducherry,2006,7, Robbery,296,565,8623415,13368915
Puducherry,2006,8, Criminal Breach of Trust,4,6,12525000,12645000
Puducherry,2007,1,Cattle,4,4,28500,28500
Puducherry,2007,2, Electronic Components,16,22,2181963,3564123
Puducherry,2007,3, Cultural Property including Antiques,7,9,1645000,1843000
Puducherry,2007,4,Motor Vehicles,55,80,356400,866600
Puducherry,2007,5, Fire Arms/Explosive Substances,372,996,14417000,24194110
Puducherry,2007,6, Other Property,166,301,4971471,16552154
Puducherry,2007,7, Robbery,380,796,11167641,21464161
Puducherry,2007,8, Criminal Breach of Trust,2,6,398673,1341010
Puducherry,2008,1,Cattle,6,7,148000,158000
Puducherry,2008,2, Electronic Components,7,23,1283500,2290500
Puducherry,2008,3, Cultural Property including Antiques,7,12,1823000,2458000
Puducherry,2008,4,Motor Vehicles,31,47,325850,571850
Puducherry,2008,5, Fire Arms/Explosive Substances,312,886,13808000,23359000
Puducherry,2008,6, Other Property,179,308,8484546,18136802
Puducherry,2008,7, Robbery,320,708,10644574,20752162
Puducherry,2008,8, Criminal Breach of Trust,3,13,145000,3131550
Puducherry,2009,1,Cattle,4,4,23200,23200
Puducherry,2009,2, Electronic Components,7,14,1829500,2421500
Puducherry,2009,3, Cultural Property including Antiques,4,6,1510000,1755000
Puducherry,2009,4,Motor Vehicles,36,43,488870,806370
Puducherry,2009,5, Fire Arms/Explosive Substances,500,1004,16625000,23888000
Puducherry,2009,6, Other Property,192,255,9090410,16238609
Puducherry,2009,7, Robbery,433,727,13483655,19034517
Puducherry,2009,8, Criminal Breach of Trust,3,7,1049380,4457373
Puducherry,2010,1,Cattle,3,3,7500,7500
Puducherry,2010,2, Electronic Components,5,17,1785000,2950840
Puducherry,2010,3, Cultural Property including Antiques,1,1,40000,40000
Puducherry,2010,4,Motor Vehicles,23,32,805150,1028150
Puducherry,2010,5, Fire Arms/Explosive Substances,322,768,11272000,19428000
Puducherry,2010,6, Other Property,137,201,12268932,19298994
Puducherry,2010,7, Robbery,272,541,16240865,23547609
Puducherry,2010,8, Criminal Breach of Trust,9,12,656643,3107999
Punjab,2001,1,Cattle,19,32,373000,674000
Punjab,2001,2, Electronic Components,179,557,22926285,60090190
Punjab,2001,3, Cultural Property including Antiques,60,132,17111479,30089574
Punjab,2001,4,Motor Vehicles,57,133,451310,2282764
Punjab,2001,5, Fire Arms/Explosive Substances,826,2326,89936656,197201400
Punjab,2001,6, Other Property,3008,5030,239866004,423857615
Punjab,2001,7, Robbery,1488,3199,78847285,226605775
Punjab,2002,1,Cattle,28,51,702600,1329100
Punjab,2002,2, Electronic Components,263,407,37634016,55718377
Punjab,2002,3, Cultural Property including Antiques,97,137,26486976,34043782
Punjab,2002,4,Motor Vehicles,139,231,2837069,4555295
Punjab,2002,5, Fire Arms/Explosive Substances,1250,2116,144686720,208680342
Punjab,2002,6, Other Property,3282,5240,348653357,546006224
Punjab,2002,7, Robbery,1750,3123,101733156,189726918
Punjab,2003,1,Cattle,38,50,1004400,1243250
Punjab,2003,2, Electronic Components,191,517,26895833,68089065
Punjab,2003,3, Cultural Property including Antiques,88,142,27029132,42449445
Punjab,2003,4,Motor Vehicles,126,226,2312935,5284480
Punjab,2003,5, Fire Arms/Explosive Substances,1140,2776,121957862,247806212
Punjab,2003,6, Other Property,4172,6115,456583684,724823369
Punjab,2003,7, Robbery,1740,3336,98356540,218185243
Punjab,2004,1,Cattle,38,43,725200,891300
Punjab,2004,2, Electronic Components,151,449,23488301,58535827
Punjab,2004,3, Cultural Property including Antiques,72,136,24503140,44240534
Punjab,2004,4,Motor Vehicles,110,217,2078335,6486705
Punjab,2004,5, Fire Arms/Explosive Substances,886,2262,111380672,235572660
Punjab,2004,6, Other Property,2921,4515,371679228,1028289295
Punjab,2004,7, Robbery,1375,2682,88953945,202597668
Punjab,2005,1,Cattle,47,61,1063800,1378100
Punjab,2005,2, Electronic Components,202,470,19455738,61640691
Punjab,2005,3, Cultural Property including Antiques,60,133,15832678,32387709
Punjab,2005,4,Motor Vehicles,133,229,2783487,4543787
Punjab,2005,5, Fire Arms/Explosive Substances,1024,2362,85511314,217445158
Punjab,2005,6, Other Property,3087,4545,577289165,748809149
Punjab,2005,7, Robbery,1785,3036,96041358,226764513
Punjab,2005,8, Criminal Breach of Trust,269,301,365232752,415266700
Punjab,2006,1,Cattle,40,59,752200,1595000
Punjab,2006,2, Electronic Components,207,657,26440294,77342816
Punjab,2006,3, Cultural Property including Antiques,96,185,22372461,40256645
Punjab,2006,4,Motor Vehicles,98,160,1349044,3181898
Punjab,2006,5, Fire Arms/Explosive Substances,1118,3062,119209378,271965484
Punjab,2006,6, Other Property,3942,6207,278388217,479665054
Punjab,2006,7, Robbery,2089,4122,104896702,266595766
Punjab,2006,8, Criminal Breach of Trust,243,274,82015692,113718753
Punjab,2007,1,Cattle,50,67,3442700,2477800
Punjab,2007,2, Electronic Components,251,732,28543650,87982117
Punjab,2007,3, Cultural Property including Antiques,161,369,39961724,79600198
Punjab,2007,4,Motor Vehicles,130,216,2633495,5739667
Punjab,2007,5, Fire Arms/Explosive Substances,1412,4070,159095190,391529220
Punjab,2007,6, Other Property,5086,7671,465117714,707473043
Punjab,2007,7, Robbery,2829,5346,147256075,386209928
Punjab,2007,8, Criminal Breach of Trust,290,313,165365440,190473006
Punjab,2008,1,Cattle,57,100,2456042,4672269
Punjab,2008,2, Electronic Components,288,807,33259369,95899009
Punjab,2008,3, Cultural Property including Antiques,81,208,46648854,91111310
Punjab,2008,4,Motor Vehicles,152,261,2101847,7628062
Punjab,2008,5, Fire Arms/Explosive Substances,1452,4160,198889262,448445486
Punjab,2008,6, Other Property,5889,8141,532349821,727038628
Punjab,2008,7, Robbery,3108,5675,233993916,448527878
